pmcid,pmid,doi,title,journal,publication_year,license,count,females_count,males_count,n_groups,healthy_count,patient_count,unknown_count
3646913,23667541.0,10.1371/journal.pone.0062911,Assessing Cue-Induced Brain Response as a Function of Abstinence Duration in Heroin-Dependent Individuals: An Event-Related fMRI Study,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,37.0,,,1,,37.0,
6621543,31333476.0,10.3389/fphys.2019.00761,Alterations of Functional Brain Connectivity After Long-Duration Spaceflight as Revealed by fMRI,Front Physiol,2019,http://creativecommons.org/licenses/by/4.0/,11.0,,,1,11.0,,
3461575,23060774.0,10.3389/fnhum.2012.00270,Altered negative priming in older subjects: first evidence from behavioral and neural level,Front Hum Neurosci,2012,http://www.frontiersin.org/licenseagreement,18.0,,,1,18.0,,
7251141,32508692.0,10.3389/fpsyt.2020.00461,Imaging of Morphological Background in Selected Functional and Inflammatory Gastrointestinal Diseases in fMRI,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/,74.0,,,2,18.0,56.0,
6150950,29960087.0,10.1016/j.neuroimage.2018.06.041,Mapping the topological organisation of beta oscillations in motor cortex using MEG,Neuroimage,2018,http://creativecommons.org/licenses/by/4.0/,3.0,,,1,3.0,,
4266023,25566010.0,10.3389/fnhum.2014.00926,Tactile priming modulates the activation of the fronto-parietal circuit during tactile angle match and non-match processing: an fMRI study,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,14.0,,,1,14.0,,
6965093,31949189.0,10.1038/s41598-019-57024-3,Sleep/Wake Regularity Associated with Default Mode Network Structure among Healthy Adolescents and Young Adults,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,25.0,56.0,-31.0,1,25.0,,
3356714,22645682.0,10.1155/2012/961342,Activation of Right Ventral Prefrontal Cortex Using a Predictive Cue during Visual Spatial Orienting of Attentional Processes: An fMRI Study,Neurol Res Int,2012,https://creativecommons.org/licenses/by/3.0/,12.0,,,1,12.0,,
7502837,32633448.0,10.1002/hbm.25128,"Negative content enhances stimulus‐specific cerebral activity during free viewing of pictures, faces, and words",Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/,43.0,22.0,21.0,1,43.0,,
7005099,32082112.0,10.3389/fnins.2020.00039,Brainstem Correlates of a Cold Pressor Test Measured by Ultra-High Field fMRI,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,11.0,6.0,5.0,1,,,11.0
4009445,24808872.0,10.3389/fpsyg.2014.00347,Instructions matter: a comparison of baseline conditions for cognitive emotion regulation paradigms,Front Psychol,2014,http://creativecommons.org/licenses/by/3.0/,32.0,20.0,12.0,1,,,32.0
5772373,29343693.0,10.1038/s41598-017-18870-1,Phantom Acupuncture Induces Placebo Credibility and Vicarious Sensations: A Parallel fMRI Study of Low Back Pain Patients,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,56.0,25.0,31.0,1,,56.0,
3994419,24649878.0,10.1186/1471-2202-15-43,Intra- and inter-hemispheric effective connectivity in the human somatosensory cortex during pressure stimulation,BMC Neurosci,2014,http://creativecommons.org/licenses/by/2.0,21.0,,,1,21.0,,
6456806,30806014.0,10.1002/brb3.1229,A resting‐state study of volumetric and functional connectivity of the habenular nucleus in treatment‐resistant depression patients,Brain Behav,2019,http://creativecommons.org/licenses/by/4.0/,30.0,,,2,15.0,15.0,
2453130,18590546.0,10.1186/1471-2202-9-56,Neural markers of a greater female responsiveness to social stimuli,BMC Neurosci,2008,http://creativecommons.org/licenses/by/2.0,24.0,12.0,12.0,1,24.0,,
3395033,22807895.0,10.3389/fnhum.2012.00206,Repetition enhancement and perceptual processing of visual word form,Front Hum Neurosci,2012,http://www.frontiersin.org/licenseagreement,12.0,7.0,5.0,1,12.0,,
3695981,23840558.0,10.1371/journal.pone.0066940,Reward Sensitivity Is Associated with Brain Activity during Erotic Stimulus Processing,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,45.0,,,1,,,45.0
6474656,31002697.0,10.1371/journal.pone.0215736,Negative BOLD responses during hand and foot movements: An fMRI study,PLoS One,2019,http://creativecommons.org/licenses/by/4.0/,15.0,2.0,13.0,1,,,15.0
5269713,28128279.0,10.1038/srep41349,How white and black bodies are perceived depends on what emotion is expressed,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,21.0,13.0,8.0,1,,,21.0
5359195,28321594.0,10.1186/s10194-017-0747-9,Disrupted functional connectivity of periaqueductal gray subregions in episodic migraine,J Headache Pain,2017,http://creativecommons.org/licenses/by/4.0/,36.0,,,2,18.0,18.0,
8354716,34281979.0,10.1523/ENEURO.0273-21.2021,Quantifying Age-Related Changes in Brain and Behavior: A Longitudinal versus Cross-Sectional Approach,eNeuro,2021,https://creativecommons.org/licenses/by/4.0/,159.0,,,1,,,159.0
5397581,28458998.0,10.1016/j.nicl.2017.04.002,Resting-state functional connectivity between right anterior insula and right orbital frontal cortex correlate with insight level in obsessive-compulsive disorder,Neuroimage Clin,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,69.0,,,2,25.0,44.0,
7578765,33132885.0,10.3389/fnhum.2020.574148,Brain Responses to Food Odors Associated With BMI Change at 2-Year Follow-Up,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,25.0,,,1,,,25.0
7721226,33009881.0,10.1002/hbm.25220,Rehearsal of tactile working memory: Premotor cortex recruits two dissociable neuronal content representations,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by/4.0/,17.0,11.0,6.0,1,17.0,,
3548516,23346054.0,10.3389/fnhum.2012.00358,Lateralized interactive social content and valence processing within the human amygdala,Front Hum Neurosci,2012,http://creativecommons.org/licenses/by/3.0/,19.0,,,1,19.0,,
3466188,23056533.0,10.1371/journal.pone.0046931,Hemispheric Asymmetry for Affective Stimulus Processing in Healthy Subjects–A fMRI Study,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,36.0,18.0,18.0,1,36.0,,
4971080,27536264.0,10.3389/fpsyg.2016.01154,Decreased Activation of Subcortical Brain Areas in the Motor Fatigue State: An fMRI Study,Front Psychol,2016,http://creativecommons.org/licenses/by/4.0/,11.0,4.0,7.0,1,11.0,,
3709002,23567923.0,10.1038/ijo.2013.39,Cognitive regulation of food craving: Effects of three cognitive reappraisal strategies on neural response to palatable foods,Int J Obes (Lond),2013,http://www.nature.com/authors/editorial_policies/license.html#terms,21.0,,,1,,,21.0
8127154,33729637.0,10.1002/hbm.25407,Revealing the mechanisms behind novel auditory stimuli discrimination: An evaluation of silent functional MRI using looping star,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by/4.0/,12.0,,,1,,,12.0
2876035,20520835.0,10.1371/journal.pone.0010815,Disrupted Functional Connectivity with Dopaminergic Midbrain in Cocaine Abusers,PLoS One,2010,https://creativecommons.org/publicdomain/zero/1.0/,20.0,,,1,20.0,,
6162493,30200289.0,10.3390/brainsci8090165,Lateralized Brainstem and Cervical Spinal Cord Responses to Aversive Sounds: A Spinal fMRI Study,Brain Sci,2018,http://creativecommons.org/licenses/by/4.0/,17.0,,,1,,,17.0
6357517,30591684.0,10.3390/nu11010050,Slow Down: Behavioural and Physiological Effects of Reducing Eating Rate,Nutrients,2018,http://creativecommons.org/licenses/by/4.0/,21.0,,,1,,,21.0
5735118,29311862.0,10.3389/fnbeh.2017.00232,Heightened Responses of the Parahippocampal and Retrosplenial Cortices during Contextualized Recognition of Congruent Objects,Front Behav Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,15.0,6.0,9.0,1,15.0,,
7501852,32948800.0,10.1038/s41598-020-72108-1,Effect of acute physical exercise on motor sequence memory,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,15.0,,
4266288,24622295.0,10.1093/schbul/sbu032,Persistent Infection by HSV-1 Is Associated With Changes in Functional Architecture of iPSC-Derived Neurons and Brain Activation Patterns Underlying Working Memory Performance,Schizophr Bull,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,1.0,,,1,1.0,,
3866129,24358367.0,10.1371/journal.pone.0084581,Nicotine Increases Cerebellar Activity during Finger Tapping,PLoS One,2013,https://creativecommons.org/publicdomain/zero/1.0/,19.0,,,1,19.0,,
5072568,27764124.0,10.1371/journal.pone.0164613,Influence of Temporal Expectations on Response Priming by Subliminal Faces,PLoS One,2016,http://creativecommons.org/licenses/by/4.0/,30.0,15.0,15.0,1,,,30.0
4861722,27242508.0,10.3389/fnagi.2016.00086,"Small Changes, But Huge Impact? The Right Anterior Insula's Loss of Connection Strength during the Transition of Old to Very Old Age",Front Aging Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,186.0,97.0,89.0,1,,,186.0
4105563,25048028.0,10.1371/journal.pone.0102836,Neural Basis of Anticipatory Anxiety Reappraisals,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,15.0,9.0,6.0,1,15.0,,
6250688,30467392.0,10.1038/s41598-018-35635-6,The role of mid-insula in the relationship between cardiac interoceptive attention and anxiety: evidence from an fMRI study,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,40.0,,,1,40.0,,
2603585,19112507.0,10.1371/journal.pone.0004043,Optic Flow Stimuli in and Near the Visual Field Centre: A Group fMRI Study of Motion Sensitive Regions,PLoS One,2008,http://creativecommons.org/licenses/by/4.0/,18.0,,,1,18.0,,
5541072,28769082.0,10.1038/s41598-017-07608-8,Neural substrates of embodied natural beauty and social endowed beauty: An fMRI study,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,19.0,12.0,7.0,1,19.0,,
5292421,28220070.0,10.3389/fnhum.2017.00054,Neural Correlates of Mirror Visual Feedback-Induced Performance Improvements: A Resting-State fMRI Study,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,35.0,,,1,35.0,,
2780828,20011033.0,10.1155/2010/329213,Exploring Cortical Attentional System by Using fMRI during a Continuous Perfomance Test,Comput Intell Neurosci,2009,https://creativecommons.org/licenses/by/3.0/,8.0,,,1,8.0,,
6524815,31100068.0,10.1371/journal.pone.0214303,fMRI biomarkers of social cognitive skills training in psychosis: Extrinsic and intrinsic functional connectivity,PLoS One,2019,http://creativecommons.org/licenses/by/4.0/,6.0,,,1,,,6.0
6506638,31071593.0,10.1016/j.nicl.2019.101838,"Thumbs up: Imagined hand movements counteract the adverse effects of post-surgical hand immobilization. Clinical, behavioral, and fMRI longitudinal observations",Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,22.0,,,1,,22.0,
3900765,24478672.0,10.3389/fnhum.2014.00006,Primacy and recency effects as indices of the focus of attention,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,2.0,,,1,,,2.0
6650186,31302662.0,10.12659/MSM.915528,Low-Frequency Fluctuations Amplitude Signals Exhibit Abnormalities of Intrinsic Brain Activities and Reflect Cognitive Impairment in Leukoaraiosis Patients,Med Sci Monit,2019,https://creativecommons.org/licenses/by-nc-nd/4.0/,3.0,,,1,,3.0,
3245630,22207859.0,10.3389/fpsyg.2011.00378,Orthographic Contamination of Broca’s Area,Front Psychol,2011,http://www.frontiersin.org/licenseagreement,14.0,9.0,5.0,1,14.0,,
4494028,24557637.0,10.1093/cercor/bhu023,Altered Cognitive Control Activations after Moderate-to-Severe Traumatic Brain Injury and Their Relationship to Injury Severity and Everyday-Life Function,Cereb Cortex,2014,http://creativecommons.org/licenses/by-nc/3.0/,68.0,,,1,68.0,,
5089972,27853428.0,10.3389/fnhum.2016.00553,Goal Directed Worry Rules Are Associated with Distinct Patterns of Amygdala Functional Connectivity and Vagal Modulation during Perseverative Cognition,Front Hum Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,40.0,,,2,21.0,19.0,
7125356,32247196.0,10.1016/j.nicl.2020.102247,"Amygdala hyperreactivity to faces conditioned with a social-evaluative meaning– a multiplex, multigenerational fMRI study on social anxiety endophenotypes",Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/,2.0,,,1,,,2.0
8555254,34711175.0,10.1186/s10194-021-01341-4,Regional homogeneity alterations in multi-frequency bands in tension-type headache: a resting-state fMRI study,J Headache Pain,2021,https://creativecommons.org/licenses/by/4.0/,76.0,,,2,38.0,38.0,
4496065,26154563.0,10.1371/journal.pone.0130943,An EEG-fMRI Study on the Termination of Generalized Spike-And-Wave Discharges in Absence Epilepsy,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,18.0,12.0,6.0,1,,18.0,
4220120,25414630.0,10.3389/fnins.2014.00350,Altered dynamics between neural systems sub-serving decisions for unhealthy food,Front Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,23.0,12.0,11.0,1,23.0,,
8762169,35046782.0,10.3389/fnhum.2021.765451,Is There Any Relationship Between Biochemical Indices and Anthropometric Measurements With Dorsolateral Prefrontal Cortex Activation Among Older Adults With Mild Cognitive Impairment?,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,35.0,,,1,,,35.0
6929676,31920571.0,10.3389/fnsys.2019.00076,A Case Series Clinical Trial of a Novel Approach Using Augmented Reality That Inspires Self-body Cognition in Patients With Stroke: Effects on Motor Function and Resting-State Brain Functional Connectivity,Front Syst Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,41.0,,,2,30.0,11.0,
4586926,26464981.0,10.1523/ENEURO.0066-14.2015,"A Neural Mechanism of Strategic Social Choice under Sanction-Induced Norm Compliance1,2,3",eNeuro,2015,http://creativecommons.org/licenses/by/4.0/,47.0,,,1,47.0,,
4512033,26257628.0,10.3389/fnhum.2015.00409,Linking inter-individual differences in the perceptual load effect to spontaneous brain activity,Front Hum Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,46.0,29.0,17.0,1,46.0,,
6393460,30814533.0,10.1038/s41598-018-36947-3,Attentional processes in typically developing children as revealed using brain event-related potentials and their source localization in Attention Network Test,Sci Rep,2019,http://creativecommons.org/licenses/by/4.0/,83.0,43.0,40.0,1,,,83.0
7329082,32609778.0,10.1371/journal.pone.0234104,Emojis influence autobiographical memory retrieval from reading words: An fMRI-based study,PLoS One,2020,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,15.0,,
5633146,28991914.0,10.1371/journal.pone.0184406,Topiramate modulates trigeminal pain processing in thalamo-cortical networks in humans after single dose administration,PLoS One,2017,http://creativecommons.org/licenses/by/4.0/,23.0,,,1,23.0,,
2577936,19018309.0,10.2174/1874440000701010001,The Timecourse of Activation Within the Cortical Network Associated with Visual Imagery,Open Neuroimag J,2007,,15.0,7.0,8.0,1,15.0,,
4266292,24939881.0,10.1093/schbul/sbu080,Dysconnectivity Within the Default Mode in First-Episode Schizophrenia: A Stochastic Dynamic Causal Modeling Study With Functional Magnetic Resonance Imaging,Schizophr Bull,2014,http://creativecommons.org/licenses/by/3.0,48.0,13.0,35.0,2,15.0,33.0,
6544009,31178708.0,10.3389/fnhum.2019.00162,"Impact of Hunger, Satiety, and Oral Glucose on the Association Between Insulin and Resting-State Human Brain Activity",Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,24.0,,
7015912,32051426.0,10.1038/s41598-020-58966-9,Single subject and group whole-brain fMRI mapping of male genital sensation at 7 Tesla,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,17.0,,,1,17.0,,
2950159,20957158.0,10.1371/journal.pone.0013225,When Music and Long-Term Memory Interact: Effects of Musical Expertise on Functional and Structural Plasticity in the Hippocampus,PLoS One,2010,http://creativecommons.org/licenses/by/4.0/,40.0,,,1,,,40.0
3655325,23720623.0,10.3389/fnhum.2013.00207,BOLD Frequency Power Indexes Working Memory Performance,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,19.0,,,1,,,19.0
5474717,28638719.0,10.1002/brb3.714,Abnormal amplitude of low‐frequency fluctuations and functional connectivity of resting‐state functional magnetic resonance imaging in patients with leukoaraiosis,Brain Behav,2017,http://creativecommons.org/licenses/by/4.0/,58.0,,,2,30.0,28.0,
3968753,24711792.0,10.3389/fnhum.2014.00169,Parietal plasticity after training with a complex video game is associated with individual differences in improvements in an untrained working memory task,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,45.0,,,1,,,45.0
2887490,20398769.0,10.1016/j.neuroimage.2010.04.025,How instructions modify perception: An fMRI study investigating brain areas involved in attributing human agency,Neuroimage,2010,https://creativecommons.org/licenses/by/3.0/,14.0,7.0,7.0,1,14.0,,
2564949,18798977.0,10.1186/1744-9081-4-41,On the neural networks of empathy: A principal component analysis of an fMRI study,Behav Brain Funct,2008,http://creativecommons.org/licenses/by/2.0,14.0,7.0,7.0,1,14.0,,
4736129,26833066.0,10.1186/s40359-016-0109-4,Neural responses to a modified Stroop paradigm in patients with complex chronic musculoskeletal pain compared to matched controls: an experimental functional magnetic resonance imaging study,BMC Psychol,2016,http://creativecommons.org/licenses/by/4.0/,14.0,,,1,14.0,,
4556960,26329994.0,10.1038/srep13720,Role of local and distant functional connectivity density in the development of minimal hepatic encephalopathy,Sci Rep,2015,http://creativecommons.org/licenses/by/4.0/,206.0,,,2,103.0,103.0,
7052844,32161558.0,10.3389/fpsyt.2020.00073,CACNA1C Gene rs11832738 Polymorphism Influences Depression Severity by Modulating Spontaneous Activity in the Right Middle Frontal Gyrus in Patients With Major Depressive Disorder,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/,182.0,,,2,66.0,116.0,
3967629,24738049.0,10.1155/2014/196353,Fear Processing in Dental Phobia during Crossmodal Symptom Provocation: An fMRI Study,Biomed Res Int,2014,https://creativecommons.org/licenses/by/3.0/,13.0,,,1,13.0,,
2257999,18335036.0,10.1371/journal.pone.0001760,Origins of Spatial Working Memory Deficits in Schizophrenia: An Event-Related fMRI and Near-Infrared Spectroscopy Study,PLoS One,2008,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,2.0,,
8740316,35002939.0,10.3389/fneur.2021.801029,Investigation of Altered Spontaneous Brain Activities in Patients With Moyamoya Disease Using Percent Amplitude of Fluctuation Method: A Resting-State Functional MRI Study,Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/,34.0,,,2,17.0,17.0,
2943931,20877577.0,10.1371/journal.pone.0012945,Topographic Electrophysiological Signatures of fMRI Resting State Networks,PLoS One,2010,http://creativecommons.org/licenses/by/4.0/,20.0,10.0,10.0,1,20.0,,
6240578,30483082.0,10.3389/fnhum.2018.00447,Moderating Effects of Harm Avoidance on Resting-State Functional Connectivity of the Anterior Insula,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,1.0,,,1,,,1.0
5496109,28701822.0,10.1155/2017/8041962,The Difference of Neural Networks between Bimanual Antiphase and In-Phase Upper Limb Movements: A Preliminary Functional Magnetic Resonance Imaging Study,Behav Neurol,2017,http://creativecommons.org/licenses/by/4.0/,10.0,6.0,4.0,1,,,10.0
4569885,26441593.0,10.3389/fnhum.2015.00493,The dissociation between command following and communication in disorders of consciousness: an fMRI study in healthy subjects,Front Hum Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,15.0,8.0,7.0,1,15.0,,
8218241,34168488.0,10.2147/IJGM.S300422,Functional Connectivity in Parkinson’s Disease Patients with Mild Cognitive Impairment,Int J Gen Med,2021,https://www.dovepress.com/terms.php,13.0,,,1,13.0,,
8667073,34912202.0,10.3389/fnhum.2021.783355,Structural and Functional Abnormalities in Knee Osteoarthritis Pain Revealed With Multimodal Magnetic Resonance Imaging,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,13.0,,,1,,,13.0
4230164,25431556.0,10.3389/fnhum.2014.00925,Multi-voxel pattern analysis (MVPA) reveals abnormal fMRI activity in both the “core” and “extended” face network in congenital prosopagnosia,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,10.0,,,1,10.0,,
4701927,26778997.0,10.3389/fnhum.2015.00678,Lateral and Medial Ventral Occipitotemporal Regions Interact During the Recognition of Images Revealed from Noise,Front Hum Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,14.0,10.0,4.0,1,14.0,,
6861733,31734532.0,10.1016/j.nicl.2019.102010,Resting state network plasticity related to picture naming in low-grade glioma patients before and after resection,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,19.0,,,1,19.0,,
3960510,24688464.0,10.3389/fnhum.2014.00150,"Differential hippocampal and retrosplenial involvement in egocentric-updating, rotation, and allocentric processing during online spatial encoding: an fMRI study",Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,18.0,5.0,13.0,1,,,18.0
6289042,30564107.0,10.3389/fnbeh.2018.00297,Regulating Craving by Anticipating Positive and Negative Outcomes: A Multivariate Pattern Analysis and Network Connectivity Approach,Front Behav Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,31.0,,,1,,,31.0
5476347,28571652.0,10.1016/j.neurobiolaging.2017.04.026,Functional neuroanatomy of speech signal decoding in primary progressive aphasias,Neurobiol Aging,2017,http://creativecommons.org/licenses/by/4.0/,42.0,,,2,15.0,27.0,
3855765,24324753.0,10.1371/journal.pone.0082104,Bayesian Network Analysis Reveals Alterations to Default Mode Network Connectivity in Individuals at Risk for Alzheimer's Disease,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,34.0,18.0,16.0,2,17.0,17.0,
8026251,33558269.0,10.1523/ENEURO.0186-20.2021,Neural Representations of Covert Attention across Saccades: Comparing Pattern Similarity to Shifting and Holding Attention during Fixation,eNeuro,2021,https://creativecommons.org/licenses/by/4.0/,12.0,7.0,5.0,1,,,12.0
4451342,26082694.0,10.3389/fnsys.2015.00086,Transfer of training from one working memory task to another: behavioural and neural evidence,Front Syst Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,43.0,8.0,35.0,1,,,43.0
3025660,21267432.0,10.3389/fnhum.2010.00225,Holistic Face Categorization in Higher Order Visual Areas of the Normal and Prosopagnosic Brain: Toward a Non-Hierarchical View of Face Perception,Front Hum Neurosci,2010,http://www.frontiersin.org/licenseagreement,1.0,,,1,1.0,,
